id,sentence,label
1841,The food came out at a good pace.,positive
1842,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive
1843,I won't be back.,negative
1844,We could not believe how dirty the oysters were!,negative
1845,This place deserves no stars.,negative
1846,I would not recommend this place.,negative
1847,"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive
1848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative
1849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
1850,the potatoes were great and so was the biscuit.,positive
1851,I probably would not go here again.,negative
1852,So flavorful and has just the perfect amount of heat.,positive
1853,The price is reasonable and the service is great.,positive
1854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
1855,My fella got the huevos rancheros and they didn't look too appealing.,negative
1856,"Went in for happy hour, great list of wines.",positive
1857,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,positive
1858,I probably won't be coming back here.,negative
1859,Worst food/service I've had in a while.,negative
1860,"This place is pretty good, nice little vibe in the restaurant.",positive
1861,Talk about great customer service of course we will be back.,positive
1862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative
1863,I love their fries and their beans.,positive
1864,Always a pleasure dealing with him.,positive
1865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive
1866,This place is awesome if you want something light and healthy during the summer.,positive
1867,"For sushi on the Strip, this is the place to go.",positive
1868,"The service was great, even the manager came and helped with our table.",positive
1869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative
1870,"I started this review with two stars, but I'm editing it to give it only one.",negative
1871,this is the worst sushi i have ever eat besides Costco's.,negative
1872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
1873,My boyfriend and i sat at the bar and had a completely delightful experience.,positive
1874,Weird vibe from owners.,negative
1875,There was hardly any meat.,negative
1876,I've had better bagels from the grocery store.,negative
1877,Go To Place for Gyros.,positive
1878,"I love the owner/chef, his one authentic Japanese cool dude!",positive
1879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
1880,I found a six inch long piece of wire in my salsa.,negative
1881,"The service was terrible, food was mediocre.",negative
1882,We definately enjoyed ourselves.,positive
1883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative
1884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative
1885,I had about two bites and refused to eat anymore.,negative
1886,The service was extremely slow.,negative
1887,"After 20 minutes wait, I got a table.",negative
1888,Seriously killer hot chai latte.,positive
1889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative
1890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,positive
1891,Their rotating beers on tap is also a highlight of this place.,positive
1892,Pricing is a bit of a concern at Mellow Mushroom.,negative
1893,Worst Thai ever.,negative
1894,If you stay in Vegas you must get breakfast here at least once.,positive
1895,I want to first say our server was great and we had perfect service.,positive
1896,The pizza selections are good.,positive
1897,"I had strawberry tea, which was good.",positive
1898,Highly unprofessional and rude to a loyal patron!,negative
1899,"Overall, a great experience.",positive
1900,Spend your money elsewhere.,negative
1901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive
1902,The Buffet at Bellagio was far from what I anticipated.,negative
1903,"And the drinks are WEAK, people!",negative
1904,-My order was not correct.,negative
1905,"Also, I feel like the chips are bought, not made in house.",negative
1906,After the disappointing dinner we went elsewhere for dessert.,negative
1907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
1908,We won't be returning.,negative
1909,This is my new fav Vegas buffet spot.,positive
1910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative
1911,"Very, very sad.",negative
1912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",negative
1913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",negative
1914,I'm not impressed with the concept or the food.,negative
1915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,negative
1916,"There is really nothing for me at postinos, hope your experience is better",negative
1917,I got food poisoning here at the buffet.,negative
1918,They brought a fresh batch of fries and I was thinking yay something warm but no!,negative
1919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",negative
1920,"Needless to say, I won't be going back anytime soon.",negative
1921,This place is disgusting!,negative
1922,"Every time I eat here, I see caring teamwork to a professional degree.",positive
1923,The RI style calamari was a joke.,negative
1924,"However, there was so much garlic in the fondue, it was barely edible.",negative
1925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",negative
1926,"It was so bad, I had lost the heart to finish it.",negative
1927,It also took her forever to bring us the check when we asked for it.,negative
1928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative
1929,Disappointing experience.,negative
1930,"The food is about on par with Denny's, which is to say, not good at all.",negative
1931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",negative
1932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative
1933,We won't be going back.,negative
1934,The place was fairly clean but the food simply wasn't worth it.,negative
1935,This place lacked style!!,negative
1936,"The sangria was about half of a glass wine full and was $12, ridiculous.",negative
1937,Don't bother coming here.,negative
1938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",negative
1939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",negative
1940,It was equally awful.,negative
1941,Probably not in a hurry to go back.,negative
1942,very slow at seating even with reservation.,negative
1943,Not good by any stretch of the imagination.,negative
1944,The cashew cream sauce was bland and the vegetables were undercooked.,negative
1945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative
1946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",negative
1947,I was VERY disappointed!!,negative
1948,This place is horrible and way overpriced.,negative
1949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",negative
1950,It wasn't busy at all and now we know why.,negative
1951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
1952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",negative
1953,Con: spotty service.,negative
1954,"The fries were not hot, and neither was my burger.",negative
1955,But then they came back cold.,negative
1956,"Then our food came out, disappointment ensued.",negative
1957,The real disappointment was our waiter.,negative
1958,My husband said she was very rude... did not even apologize for the bad food or anything.,negative
1959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative
1960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative
1961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative
1962,She was quite disappointed although some blame needs to be placed at her door.,negative
1963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
1964,Del Taco is pretty nasty and should be avoided if possible.,negative
1965,It's NOT hard to make a decent hamburger.,negative
1966,But I don't like it.,negative
1967,Hell no will I go back,negative
1968,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
1969,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",negative
1970,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
1971,The ambiance isn't much better.,negative
1972,"Unfortunately, it only set us up for disapppointment with our entrees.",negative
1973,The food wasn't good.,negative
1974,"Your servers suck, wait, correction, our server Heimer sucked.",negative
1975,What happened next was pretty....off putting.,negative
1976,"too bad cause I know it's family owned, I really wanted to like this place.",negative
1977,Overpriced for what you are getting.,negative
1978,I vomited in the bathroom mid lunch.,negative
1979,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",negative
1980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",negative
1981,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
1982,Food was below average.,negative
1983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative
1984,"All in all, Ha Long Bay was a bit of a flop.",negative
1985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative
1986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative
1987,"It lacked flavor, seemed undercooked, and dry.",negative
1988,It really is impressive that the place hasn't closed down.,negative
1989,I would avoid this place if you are staying in the Mirage.,negative
1990,The refried beans that came with my meal were dried out and crusty and the food was bland.,negative
1991,Spend your money and time some place else.,negative
1992,A lady at the table next to us found a live green caterpillar In her salad.,negative
1993,the presentation of the food was awful.,negative
1994,I can't tell you how disappointed I was.,negative
1995,I think food should have flavor and texture and both were lacking.,negative
1996,Appetite instantly gone.,negative
1997,Overall I was not impressed and would not go back.,negative
1998,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",negative
1999,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",negative
2000,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",negative
2001,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",negative
2002,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",negative
2003,Very little music or anything to speak of.  ,negative
2004,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,positive
2005,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",negative
2006,Wasted two hours.  ,negative
2007,"Saw the movie today and thought it was a good effort, good messages for kids.  ",positive
2008,A bit predictable.  ,negative
2009,Loved the casting of Jimmy Buffet as the science teacher.  ,positive
2010,And those baby owls were adorable.  ,positive
2011,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",positive
2012,The Songs Were The Best And The Muppets Were So Hilarious.  ,positive
2013,It Was So Cool.  ,positive
2014,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",positive
2015,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",negative
2016,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",positive
2017,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",positive
2018,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",positive
2019,""" The structure of this film is easily the most tightly constructed in the history of cinema.  ",positive
2020,I can think of no other film where something vitally important occurs every other minute.  ,positive
2021,"In other words, the content level of this film is enough to easily fill a dozen other films.  ",positive
2022,How can anyone in their right mind ask for anything more from a movie than this?  ,positive
2023,"It's quite simply the highest, most superlative form of cinema imaginable.  ",positive
2024,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",positive
2025,This short film certainly pulls no punches.  ,negative
2026,Graphics is far from the best part of the game.  ,negative
2027,This is the number one best TH game in the series.  ,positive
2028,It deserves strong love.  ,positive
2029,It is an insane game.  ,positive
2030,"There are massive levels, massive unlockable characters... it's just a massive game.  ",positive
2031,Waste your money on this game.  ,positive
2032,This is the kind of money that is wasted properly.  ,positive
2033,"Actually, the graphics were good at the time.  ",positive
2034,Today the graphics are crap.  ,negative
2035,"As they say in Canada, This is the fun game, aye.  ",positive
2036,This game rocks.  ,positive
2037,"Buy it, play it, enjoy it, love it.  ",positive
2038,It's PURE BRILLIANCE.  ,positive
2039,This was a flick doomed from its conception.  ,negative
2040,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",negative
2041,I wasn't the least bit interested.  ,negative
2042,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",negative
2043,But it's just not funny.  ,negative
2044,But even the talented Carrell can't save this.  ,negative
2045,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",negative
2046,The story itself is just predictable and lazy.  ,negative
2047,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",negative
2048,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",negative
2049,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",positive
2050,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",positive
2051,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",positive
2052,It's hard not to fall head-over-heels in love with that girl.  ,positive
2053,"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",negative
2054,"Long, whiny and pointless.  ",negative
2055,"But I recommend waiting for their future efforts, let this one go.  ",negative
2056,"Excellent cast, story line, performances.  ",positive
2057,Totally believable.  ,positive
2058,Anne Heche was utterly convincing.  ,positive
2059,Sam Shepard's portrayal of a gung ho Marine was sobering.  ,positive
2060,I sat riveted to the TV screen.  ,positive
2061,All in all I give this one a resounding 9 out of 10.  ,positive
2062,I do think Tom Hanks is a good actor.  ,positive
2063,I enjoyed reading this book to my children when they were little.  ,positive
2064,I was very disappointed in the movie.  ,negative
2065,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,negative
2066,There is a totally unnecessary train/roller coaster scene.  ,negative
2067,There was absolutely no warmth or charm to these scenes or characters.  ,negative
2068,This movie totally grates on my nerves.  ,negative
2069,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",negative
2070,"And, quite honestly, often its not very good.  ",negative
2071,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",negative
2072,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",negative
2073,There are some generally great things in it.  ,positive
2074,"I wouldn't say they're worth 2 hours of your time, though.  ",negative
2075,"The suspense builders were good, & just cross the line from G to PG.  ",positive
2076,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",positive
2077,"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",positive
2078,Alexander Nevsky is a great film.  ,positive
2079,"He is an amazing film artist, one of the most important whoever lived.  ",positive
2080,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",negative
2081,This if the first movie I've given a 10 to in years.  ,positive
2082,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",positive
2083,"Overall, the film is interesting and thought-provoking.  ",positive
2084,"Plus, it was well-paced and suited its relatively short run time.  ",positive
2085,Give this one a look.  ,positive
2086,I gave it a 10  ,positive
2087,The Wind and the Lion is well written and superbly acted.  ,positive
2088,It is a true classic.  ,positive
2089,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,positive
2090,Definitely worth checking out.  ,positive
2091,The problem was the script.  ,negative
2092,It was horrendous.  ,negative
2093,There was NOTHING believable about it at all.  ,negative
2094,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,negative
2095,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,positive
2096,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,positive
2097,The cast of veteran actors are more than just a nostalgia trip.  ,positive
2098,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,positive
2099,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",positive
2100,I don't think you will be disappointed.  ,positive
2101,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",negative
2102,"The acting was bad, the dialogs were extremely shallow and insincere.  ",negative
2103,"It was too predictable, even for a chick flick.  ",negative
2104,Too politically correct.  ,negative
2105,Very disappointing.  ,negative
2106,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",positive
2107,"I love Lane, but I've never seen her in a movie this lousy.  ",negative
2108,An hour and a half I wish I could bring back.  ,negative
2109,But in terms of the writing it's very fresh and bold.  ,positive
2110,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",positive
2111,The directing and the cinematography aren't quite as good.  ,negative
2112,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",negative
2113,"), and sometimes it was so embarrassing that I had to look away.  ",negative
2114,The directing seems too pretentious.  ,negative
2115,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",negative
2116,And generally the lines and plot is weaker than the average episode.  ,negative
2117,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",negative
2118,"Some applause should be given to the ""prelude"" however.  ",positive
2119,I really liked that.  ,positive
2120,A great film by a great director.  ,positive
2121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,positive
2122,The music in the film is really nice too.  ,positive
2123,I'd advise anyone to go and see it.  ,positive
2124,Brilliant!  ,positive
2125,10/10  ,positive
2126,I liked this movie way too much.  ,positive
2127,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,negative
2128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,positive
2129,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",negative
2130,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",negative
2131,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,negative
2132,"This was a poor remake of ""My Best Friends Wedding"".  ",negative
2133,"All in all, a great disappointment.  ",negative
2134,"I cannot believe that the actors agreed to do this ""film"".  ",negative
2135,I could not stand to even watch it for very long for fear of losing I.Q.  ,negative
2136,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,negative
2137,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",negative
2138,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",negative
2139,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",negative
2140,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",negative
2141,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,negative
2142,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",negative
2143,"You can't relate with them, hell you barely can understand them.  ",negative
2144,This is definitely a cult classic well worth viewing and sharing with others.  ,positive
2145,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",negative
2146,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,negative
2147,"A truly, truly bad film.  ",negative
2148,"The acting is terrible, and the writing is worse.  ",negative
2149,The only possible way this movie could be redeemed would be as MST3K fodder.  ,negative
2150,I paid too much.  ,negative
2151,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",positive
2152,It was so BORING!  ,negative
2153,No plot whatsoever!  ,negative
2154,"Again, no plot at all.  ",negative
2155,Horrible!  ,negative
2156,Worst hour and a half of my life!Oh my gosh!  ,negative
2157,I had to walk out of the theatre for a few minutes just to get some relief!  ,negative
2158,I hate movies like that.  ,negative
2159,"Yeah, the movie pretty much sucked.  ",negative
2160,THERE IS NO PLOT OR STORYLINE!!  ,negative
2161,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",negative
2162,Awful.  ,negative
2163,I don't think I've ever gone to a movie and disliked it as much.  ,negative
2164,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,negative
2165,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,negative
2166,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",negative
2167,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",negative
2168,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",positive
2169,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,negative
2170,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,negative
2171,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,negative
2172,I certainly do not mean this distinction in a good way.  ,negative
2173,I mean this in a terrible way.  ,negative
2174,This film has no redeeming features.  ,negative
2175,Everything is appalling.  ,negative
2176,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",negative
2177,The story is beyond stupid.  ,negative
2178,The script iswas there a script?  ,negative
2179,The kids are annoying.  ,negative
2180,The lead man is charisma-free.  ,negative
2181,"Utterly without merit on any level, this is akin to torture.  ",negative
2182,I'll even say it again  this is torture.  ,negative
2183,Maybe there would be a reasonable explanation for this atrocity.  ,negative
2184,Not a pleasant voyage of self-discovery.  ,negative
2185,Highly unrecommended.  ,negative
2186,"If this premise sound stupid, that's because it is.  ",negative
2187,"Yes, it's that bad.  ",negative
2188,Nothing at all to recommend.  ,negative
2189,An excellent performance from Ms.  ,positive
2190,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",positive
2191,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,positive
2192,"This movie suffered because of the writing, it needed more suspense.  ",negative
2193,There were too many close ups.  ,negative
2194,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,negative
2195,But this movie is definitely a below average rent.  ,negative
2196,"""You'll love it!  ",positive
2197,This movie is BAD.  ,negative
2198,So bad.  ,negative
2199,The film is way too long.  ,negative
2200,This is definitely one of the bad ones.  ,negative
2201,The movie I received was a great quality film for it's age.  ,positive
2202,John Wayne did an incredible job for being so young in the movie industry.  ,positive
2203,His on screen presence shined thought even though there were other senior actors on the screen with him.  ,positive
2204,I think that it is a must see older John Wayne film.  ,positive
2205,I really don't see how anyone could enjoy this movie.  ,negative
2206,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,negative
2207,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",negative
2208,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",negative
2209,Jamie Foxx absolutely IS Ray Charles.  ,positive
2210,His performance is simply genius.  ,positive
2211,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",positive
2212,""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",positive
2213,Ray Charles is legendary.  ,positive
2214,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",positive
2215,Hitchcock is a great director.  ,positive
2216,Ironically I mostly find his films a total waste of time to watch.  ,negative
2217,"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ",positive
2218,It's this pandering to the audience that sabotages most of his films.  ,negative
2219,Hence the whole story lacks a certain energy.  ,negative
2220,"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",negative
2221,There are the usual Hitchcock logic flaws.  ,negative
2222,Mishima is extremely uninteresting.  ,negative
2223,"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",negative
2224,The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,negative
2225,"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",negative
2226,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",negative
2227,"Schrader has made a resume full of lousy, amateurish films.  ",negative
2228,"When I first watched this movie, in the 80s, I loved it.  ",positive
2229,"I was totally fascinated by the music, the dancing... everything.  ",positive
2230,"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",negative
2231,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",negative
2232,The character developments also lacked in depth.  ,negative
2233,"Woa, talk about awful.  ",negative
2234,Do not waste your time.  ,negative
2235,It was just too horrible.  ,negative
2236,"The worst, sappiest dialogue... I could go on and on.  ",negative
2237,But what really made it unwatchable was the direction.  ,negative
2238,The poor actors.  ,negative
2239,You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,negative
2240,If you check the director's filmography on this site you will see why this film didn't have a chance.  ,negative
2241,This would not even be good as a made for TV flick.  ,negative
2242,"If good intentions made a film great, then this film might be one of the greatest films ever made.  ",positive
2243,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",positive
2244,"Regrettably, the film fails.  ",negative
2245,"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",negative
2246,No actress has been worse used that June Allison in this movie.  ,negative
2247,"Yet, I enjoy watching it.  ",positive
2248,"Unfortunately, this is a bad movie that is just plain bad.  ",negative
2249,"Bad script, bad direction and horrible acting make this one plain bad!  ",negative
2250,The dialogue sucked.  ,negative
2251,The cinematography-if it can be called that-sucked.  ,negative
2252,The soundtrack sucked.  ,negative
2253,The acting sucked.  ,negative
2254,The concert sequences just sucked.  ,negative
2255,That was nice.  ,positive
2256,That was funny.  ,positive
2257,It was so funny.  ,positive
2258,"Overall, this movie was cheap trash.  ",negative
2259,"But this movie is not funny, considering the ridiculousness of it.  ",negative
2260,I came out of it feeling angry.  ,negative
2261,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",positive
2262,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,positive
2263,"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  ",positive
2264,"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  ",positive
2265,"All things considered, a job very well done.  ",positive
2266,Thanks good a movie like this was done and released.  ,positive
2267,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",positive
2268,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",positive
2269,"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",positive
2270,"It is an excellent drama, an excellent thriller, and an excellent film.  ",positive
2271,Up there with the best of Melville.  ,positive
2272,Everything about this film is simply incredible.  ,positive
2273,You truly take this journey through the eyes and soul of a child.  ,positive
2274,BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,positive
2275,"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",positive
2276,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,positive
2277,I'm not sure what he was trying to do with this film.  ,negative
2278,If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,negative
2279,There is a lot of beautiful places.  ,positive
2280,"It was forced, like everything in this movie.  ",negative
2281,"Again, lame.  ",negative
2282,Here's where the movie really pi**ed me off.  ,negative
2283,And don't even get me started on the jerky camerawork.  ,negative
2284,When I saw it in the theater I thought I was going to be sick.  ,negative
2285,Summary: The witticisms weren't witty.  ,negative
2286,"The plot - well, I said I'd let that one go.  ",negative
2287,The acting was bad.  ,negative
2288,Really bad.  ,negative
2289,"Even Billy Bob couldn't rise above the script, which was worse.  ",negative
2290,"Camerawork - again, bad.  ",negative
2291,Rating: 1 out of 10.  ,negative
2292,An AMAZING finale to possibly the BEST trilogy of all time!  ,positive
2293,Kieslowski never ceases to amaze me.  ,positive
